ticket_id,subject,description,category,priority,resolution_time_hours
202821,Payment method declined,Issues with: Payment method declined,Billing,Low,11
203141,Double charged for subscription,Issues with: Double charged for subscription,Billing,Low,14
208667,Mobile responsive design request,Mobile responsive design request - please checking,Feature Request,Low,29
208754,Requesting API documentation,Issues with: Requesting API documentation,Feature Request,Low,32
204832,Refund request,Customer reports: Refund request,Billing,Low,18
200955,Reset password link not working,Urgent: Reset password link not working,Account,High,8
203525,Cancel my billing,Cancel my billing,Technical,Low,15
200110,Profile picture upload failed,Help needed: Profile picture upload failed,Account,High,4
205835,Mobile app unresponsive,Mobile app unresponsive - please checking,Technical,Low,14
206583,Bug in the reporting widget,Issues with: Bug in the reporting widget,Technical,Medium,6
204349,Charge on my credit card is wrong,"Please help, charge on my credit card is wrong",Billing,Low,23
205927,Screen freezes when clicking save,Getting error: Screen freezes when clicking save,Technical,High,5
205990,Database connection failed,Getting error: Database connection failed,Technical,High,7
204734,Upgrade my plan,"Please help, upgrade my plan",Billing,Low,28
204038,Where is my receipt?,Help needed: Where is my receipt?,Billing,Low,47
202211,Delete my account,"Please help, delete my account",Account,Low,38
202856,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,6
206455,Database connection failed,Database connection failed,Technical,High,7
208764,Add dark mode support,Urgent: Add dark mode support,Feature Request,High,4
207544,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,42
206606,System outage,"Please help, system outage",Technical,Critical,1
202829,Upgrade my plan,Customer reports: Upgrade my plan,Billing,High,3
201369,Reset password link not working,Urgent: Reset password link not working,Account,High,7
209572,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Low,10
208736,Add dark mode support,Issues with: Add dark mode support,Feature Request,Low,29
203414,Where is my receipt?,Customer reports: Where is my receipt?,Billing,Low,10
207168,Database connection failed,Database connection failed,Technical,High,7
202485,Two-factor authentication issue,"Please help, two-factor authentication issue",Account,Low,8
201514,Forgot my password,Urgent: Forgot my password,Account,High,5
208509,Need export to PDF feature,Urgent: Need export to PDF feature,Feature Request,High,4
209779,Add dark mode support,Add dark mode support,Feature Request,Low,44
206126,Database connection failed,"Please help, database connection failed",Technical,High,4
207996,Add custom fields to reports,Urgent: Add custom fields to reports,Feature Request,High,7
203266,Need invoice for last month,Need invoice for last month - please checking,Billing,Low,33
205418,Error 404 not found,Getting error: Error 404 not found,Technical,Critical,1
204492,Where is my receipt?,Where is my receipt?,Billing,Low,30
202864,Upgrade my plan,Getting error: Upgrade my plan,Billing,High,4
204845,Double charged for subscription,Double charged for subscription,Billing,High,4
205886,Error 404 not found,Issues with: Error 404 not found,Technical,High,6
206867,Integration not syncing data,Issues with: Integration not syncing data,Technical,Low,20
204869,Update credit card information,Urgent: Update credit card information,Billing,High,2
208147,Need export to PDF feature,Getting error: Need export to PDF feature,Feature Request,High,2
208017,Requesting API documentation,Customer reports: Requesting API documentation,Feature Request,Medium,8
207080,Integration not syncing data,Urgent: Integration not syncing data,Technical,High,8
203002,Payment method declined,Customer reports: Payment method declined,Billing,Low,35
203061,Update credit card information,Update credit card information,Billing,Medium,11
208280,Calendar view needed,Issues with: Calendar view needed,Technical,Low,8
202514,Payment method declined,Issues with: Payment method declined,Billing,Low,40
202110,Cannot login to my account,"Please help, cannot login to my account",Account,High,6
208321,Mobile responsive design request,Issues with: Mobile responsive design request,Feature Request,Medium,20
206291,API endpoint returning 500,Issues with: API endpoint returning 500,Technical,Low,36
204894,Refund request,Getting error: Refund request,Billing,Low,43
203221,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,High,6
200423,Forgot my password,Forgot my password - please checking,Account,Low,28
205361,Page loading very slow,Page loading very slow,Feature Request,Medium,6
200416,Delete my account,Delete my account - please checking,Account,Low,21
204858,Payment method declined,Issues with: Payment method declined,Billing,Low,20
206950,App crashes on startup,"Please help, app crashes on startup",Technical,Critical,2
205604,API endpoint returning 500,Getting error: API endpoint returning 500,Account,High,7
206237,API endpoint returning 500,Customer reports: API endpoint returning 500,Technical,Low,27
209473,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Low,32
203110,Cancel my billing,Cancel my billing - please checking,Billing,Low,23
204123,Charge on my credit card is wrong,Charge on my credit card is wrong - please checking,Billing,Low,33
207411,API endpoint returning 500,Getting error: API endpoint returning 500,Technical,High,4
209441,Calendar view needed,Issues with: Calendar view needed,Feature Request,High,5
200041,Change email address,Issues with: Change email address,Account,Low,8
201375,Need to update profile details,Issues with: Need to update profile details,Account,Medium,4
203954,Charge on my credit card is wrong,Getting error: Charge on my credit card is wrong,Billing,High,4
205608,App crashes on startup,App crashes on startup,Technical,Critical,4
204152,Where is my receipt?,Where is my receipt? - please checking,Billing,Low,38
206273,Bug in the reporting widget,"Please help, bug in the reporting widget",Technical,Medium,17
207569,Need export to PDF feature,Urgent: Need export to PDF feature,Feature Request,High,7
209894,Add dark mode support,Getting error: Add dark mode support,Feature Request,High,2
205144,Page loading very slow,Help needed: Page loading very slow,Technical,Medium,22
203370,Upgrade my plan,Upgrade my plan,Billing,Low,30
202283,Change email address,Customer reports: Change email address,Account,Low,42
209846,Add dark mode support,Help needed: Add dark mode support,Feature Request,Low,44
200897,Cannot login to my account,Getting error: Cannot login to my account,Account,High,8
203055,Where is my receipt?,Getting error: Where is my receipt?,Billing,High,2
200975,Unlock my user account,Getting error: Unlock my user account,Account,Low,36
201362,Forgot my password,Urgent: Forgot my password,Account,High,8
205905,Bug in the reporting widget,Bug in the reporting widget - please checking,Technical,Medium,14
200069,Profile picture upload failed,Issues with: Profile picture upload failed,Account,High,4
203397,Upgrade my plan,Customer reports: Upgrade my plan,Billing,Low,12
205888,Integration not syncing data,Getting error: Integration not syncing data,Technical,High,6
203034,Need invoice for last month,"Please help, need invoice for last month",Billing,Low,14
207444,App crashes on startup,Help needed: App crashes on startup,Technical,Critical,3
204820,Subscription renewal failed,Getting error: Subscription renewal failed,Billing,High,6
203888,Where is my receipt?,"Please help, where is my receipt?",Billing,Low,32
209651,Calendar view needed,Calendar view needed - please checking,Feature Request,Low,43
